norm si1 si2 E_break
2.154343207355669865e+00 1.209262228456180477e+00 3.068985183687249929e+00 3.408893223201697401e+04
2.520036112789926008e+00 1.498679025577699164e+00 2.635804705190947672e+00 2.183078650624656075e+04
2.482421161277743593e+00 1.939493860045714335e+00 2.701313316680754362e+00 3.920527965466195747e+04
2.854531493702858747e+00 1.821664115498712100e+00 3.085631783315919474e+00 4.946365683336734219e+04
2.114321294160582454e+00 1.575131625321952278e+00 3.055885760279667629e+00 3.476056033597613714e+04
2.573749510987969558e+00 1.823285634790696497e+00 2.754363334787519157e+00 2.641690904145123568e+04
2.422706396772203341e+00 1.642379568275652568e+00 3.016950628220364194e+00 3.744168811410677881e+04
2.587508571818608605e+00 1.983114014751514720e+00 2.796065813545022927e+00 4.794450542689576832e+04
2.268460370451409691e+00 1.605299562837690708e+00 2.722174996785647672e+00 2.580029766789707355e+04
2.679086237401242521e+00 1.577804602703472447e+00 2.909307295436662333e+00 2.935946738724208262e+04
2.343300659358997784e+00 1.790951078625111714e+00 2.967397485378064914e+00 3.273009846032554924e+04
2.147400884676384347e+00 1.808076096354439999e+00 2.825328613530381006e+00 2.808451112972479314e+04
2.669255804700096046e+00 1.891822563434374160e+00 2.780286705587339036e+00 3.632633074262637820e+04
2.330241551913989628e+00 1.646499791274338209e+00 3.192945911097180289e+00 4.915584175490319467e+04
2.318070989558210560e+00 1.956063265880673807e+00 2.980277007027431591e+00 6.099931943140696967e+04
2.373820754303319625e+00 1.466677453910598672e+00 2.903635334447901339e+00 3.143528823025130259e+04
2.475705790822470664e+00 1.365849738138809277e+00 2.776302942813086538e+00 2.720931116177202784e+04
2.439206451786713359e+00 1.825147151696875580e+00 2.540378084613987397e+00 1.436787058220169638e+04
3.247278516493435241e+00 2.233630068746832009e+00 2.811070175207226463e+00 8.206879998762880859e+04
2.488037857187237911e+00 1.767401074153619689e+00 2.681933398710548033e+00 2.495598520916120833e+04
2.379087381700564663e+00 1.570359755308693428e+00 2.787855279496646244e+00 2.926079836106868970e+04
2.876855865416025004e+00 1.406042505299516909e+00 2.726171481004838082e+00 4.274748988156304404e+04
2.518986105636573214e+00 1.653427743798463911e+00 2.861745102127233764e+00 3.657045338168621674e+04
2.065705563080729057e+00 1.492831782967925403e+00 2.889293257710078500e+00 2.131204631551709826e+04
2.538746717117370988e+00 1.738671973549529737e+00 2.854672240571844988e+00 3.445944500768944999e+04
2.819803397947915791e+00 1.290375198112013511e+00 2.703656230451622289e+00 2.877915116993187985e+04
2.427926846454836696e+00 2.195671017880519216e+00 2.645968368854832775e+00 4.081498885900828463e+04
2.346641518021171269e+00 1.350716194667352710e+00 2.720213950228852262e+00 2.286288267738123614e+04
2.526788393010912070e+00 1.662604682944201606e+00 2.848064846797986771e+00 3.291627595100389590e+04
2.507464522359622805e+00 1.506051425503720509e+00 2.763419450594261750e+00 2.868101940207710868e+04
